tweet_id,user_posted,content,date_posted,photos,tweet_url,tagged_users,replies,reposts,likes,views,hashtags
1829976242235294000,IanMalcolm84,"Why are the majority of all westerners clueless about the Holodomor?

What might explain that?

H/T @tadgh_dc",2024-08-31 20:15:10+00:00,['https://pbs.twimg.com/media/GWVhsUAXYAAL36x.jpg'],https://x.com/IanMalcolm84/status/1829976242235293961,['https://x.com/tadgh_dc'],281,763,3884,162710,[]
1831411263316119600,IanMalcolm84,"Why is the world completely ignorant to the deliberate genocide of German CIVILIANS at the end of WW2?

Why is this part of history completely removed from textbooks & Hollywood films?",2024-09-04 19:17:25+00:00,['https://pbs.twimg.com/media/GWp61hWWYAASWIu.jpg'],https://x.com/IanMalcolm84/status/1831411263316119642,[],251,1220,4112,121090,[]
1826611447843225900,IanMalcolm84,"Is @tonyrigatonee right? 

Why would all these celebrities change their names?",2024-08-22 13:24:40+00:00,['https://pbs.twimg.com/media/GVltbmSWAAE_QND.jpg'],https://x.com/IanMalcolm84/status/1826611447843225897,['https://x.com/tonyrigatonee'],258,952,5442,361542,[]
1828396570061987800,IanMalcolm84,"This table shows the senior leadership in the mainstream media.

Jews are 2% of America
Those in red on the graph are Jewish

H/T @Aleksander1671",2024-08-27 11:38:06+00:00,['https://pbs.twimg.com/media/GV_E_SuWEAAHV5m.jpg'],https://x.com/IanMalcolm84/status/1828396570061987841,['https://x.com/Aleksander1671'],317,3097,11040,1024182,[]
1822985534823645200,IanMalcolm84,"Did titan of industry, Henry Ford really say this?

H/T @RealPamJones",2024-08-12 13:16:35+00:00,['https://pbs.twimg.com/media/GUyLrsCXwAAdA0D.jpg'],https://x.com/IanMalcolm84/status/1822985534823645245,['https://x.com/RealPamJones'],96,499,3448,57897,[]
1823128273775440000,IanMalcolm84,"Why is inflation out of control? Is one group responsible?

H/T @tonyrigatonee",2024-08-12 22:43:47+00:00,['https://pbs.twimg.com/media/GU0NgDuXMAAk42M.jpg'],https://x.com/IanMalcolm84/status/1823128273775439999,['https://x.com/tonyrigatonee'],127,1356,5428,190409,[]
1820548633714159900,IanMalcolm84,"33% of the richest Americans are Jews
34% of the richest Russians are Jews

Jews are 0.2% of the planet.  Why are they DRASTICALLY overrepresented across extreme wealth? Why does the media not report about this?

H/T @tonyrigatonee",2024-08-05 19:53:13+00:00,['https://pbs.twimg.com/media/GUPjUtKXoAA5lgL.jpg'],https://x.com/IanMalcolm84/status/1820548633714159929,['https://x.com/tonyrigatonee'],426,1460,5904,233863,[]
1820196184629109200,IanMalcolm84,What a good question @CassieSmiling is asking.,2024-08-04 20:32:42+00:00,['https://pbs.twimg.com/media/GUKivgyW0AAa_LT.jpg'],https://x.com/IanMalcolm84/status/1820196184629109174,['https://x.com/CassieSmiling'],229,2004,9340,363938,[]
1820157721540166000,IanMalcolm84,What a curious theory @PorterWayne shared,2024-08-04 17:59:52+00:00,['https://pbs.twimg.com/media/GUJ_w5sXwAA4edX.jpg'],https://x.com/IanMalcolm84/status/1820157721540165944,['https://x.com/PorterWayne'],186,586,4105,193456,[]
1819811720983908900,IanMalcolm84,"Was this once plastered across America? 

H/T @RealSherally",2024-08-03 19:04:59+00:00,['https://pbs.twimg.com/media/GUFFHW4XAAEA0-d.jpg'],https://x.com/IanMalcolm84/status/1819811720983908806,['https://x.com/RealSherally'],76,1260,4604,127382,[]
1819091536359182800,IanMalcolm84,🧵The JP DATA & EVIDENCE BELOW🧵,2024-08-01 19:23:14+00:00,['https://pbs.twimg.com/media/GT62G1xWwAA3FL9.jpg'],https://x.com/IanMalcolm84/status/1819091536359182757,[],729,3471,9649,3119219,[]
1820153893839590000,IanMalcolm84,"""No, Jews are NOT white""

H/T @rviewer45",2024-08-04 17:44:39+00:00,['https://pbs.twimg.com/media/GUJ8T0rWgAEV2cI.jpg'],https://x.com/IanMalcolm84/status/1820153893839589771,['https://x.com/rviewer45'],273,773,7553,539910,[]
1819480688665440500,IanMalcolm84,"🚨 @nytimes ran a piece on ""white privilege"" in Hollywood complaining 95% of the richest executives were white. They ignored that 75% are Jews

Whites are  55% of USA
Jews are only 2%

That's a:

0.2x representation of whites
38x overrepresentation of Jews

H/T @tonyrigatonee",2024-08-02 21:09:35+00:00,['https://pbs.twimg.com/media/GUAYCnbW8AAapyn.jpg'],https://x.com/IanMalcolm84/status/1819480688665440424,"['https://x.com/nytimes', 'https://x.com/tonyrigatonee']",213,1877,6603,255096,[]
1852619639391707400,YoorakH36524,@MannieMighty1 Shapiro,2024-11-02 07:51:56+00:00,[],https://x.com/YoorakH36524/status/1852619639391707402,['https://x.com/MannieMighty1'],0,0,7,306,[]
1823359405779239200,IanMalcolm84,"I can't quite figure out the pattern here 

H/T @tonyrigatonee",2024-08-13 14:02:13+00:00,['https://pbs.twimg.com/media/GU3ft0NXcAEqmI3.jpg'],https://x.com/IanMalcolm84/status/1823359405779239116,['https://x.com/tonyrigatonee'],457,823,4166,298667,[]
1818267260114313500,IanMalcolm84,"Is it weird that nations flourished after the expulsion of one group?

H/T @MarcJEvola",2024-07-30 12:47:51+00:00,['https://pbs.twimg.com/media/GTvIb3bXEAAtqSO.jpg'],https://x.com/IanMalcolm84/status/1818267260114313357,['https://x.com/MarcJEvola'],225,1455,8197,265458,[]
1815839347163423000,IanMalcolm84,"Is this a real photo of Mexico's new president @Claudiashein ? 🤣

H/T & Follow 👉 @diegomayra",2024-07-23 20:00:11+00:00,['https://pbs.twimg.com/media/GTMoQtCXwAEEfJn.jpg'],https://x.com/IanMalcolm84/status/1815839347163422946,"['https://x.com/Claudiashein', 'https://x.com/diegomayra']",308,486,3823,120948,[]
1712170219047616800,IanMalcolm84,"HISTORY OF BOLSHEVISM🧵

Little to NO education is given on the origin of #communism or its inseparable bond to Zionism. Time to fix that in an emotionless fashion. No animosity intended

We must begin with Moses Hess, the father of #Zionism

#Palestine #israel #Gaza_under_attack",2023-10-11 18:16:05+00:00,[],https://x.com/IanMalcolm84/status/1712170219047616810,[],277,2203,4385,1086736,"['communism', 'Zionism', 'Palestine', 'israel', 'Gaza_under_attack']"
1850903794000777700,YoorakH36524,@DocumentIsrael Died t ring to steal something.  Typical,2024-10-28 14:13:47+00:00,[],https://x.com/YoorakH36524/status/1850903794000777721,['https://x.com/DocumentIsrael'],0,0,0,4,[]
1843941708385702400,YoorakH36524,@reignitedemaust Very disappointing post . Monica,2024-10-09 09:08:56+00:00,[],https://x.com/YoorakH36524/status/1843941708385702311,['https://x.com/reignitedemaust'],2,0,11,210,[]
1850535716885078300,YoorakH36524,@NourNaim88 @HensonJames11 Using an AI program like ' where's daddy ',2024-10-27 13:51:10+00:00,[],https://x.com/YoorakH36524/status/1850535716885078364,"['https://x.com/NourNaim88', 'https://x.com/HensonJames11']",0,0,3,29,[]
1834955274886824200,YoorakH36524,@Bombers83 @reignitedemaust Bet you're vaccinated,2024-09-14 14:00:04+00:00,[],https://x.com/YoorakH36524/status/1834955274886824309,"['https://x.com/Bombers83', 'https://x.com/reignitedemaust']",2,0,18,208,[]
1856124732262744300,YoorakH36524,@Rick203773371 @ausvstheagenda Corruption o ly way to make arts degree pay,2024-11-11 23:59:55+00:00,[],https://x.com/YoorakH36524/status/1856124732262744354,"['https://x.com/Rick203773371', 'https://x.com/ausvstheagenda']",0,0,3,39,[]
1845076610258698500,YoorakH36524,@IamBohhi Sick myrderers in a war for corrupt jewry,2024-10-12 12:18:38+00:00,[],https://x.com/YoorakH36524/status/1845076610258698530,['https://x.com/IamBohhi'],0,0,3,18,[]
