url,start_date,end_date
https://x.com/ussie_Marshall_,2023-10-07T00:00:00.000Z,
https://x.com/racistmickle,2023-10-07T00:00:00.000Z,
https://x.com/IanMalcolm84,2023-10-07T00:00:00.000Z,
https://x.com/NSNContactBot,2023-10-07T00:00:00.000Z,
https://x.com/Oscar109110,2023-10-07T00:00:00.000Z,
https://x.com/joeldavisx,2023-10-07T00:00:00.000Z,
https://x.com/SudokuHersant,2023-10-07T00:00:00.000Z,
https://x.com/sixty5stoney,2023-10-07T00:00:00.000Z,
https://x.com/Tim_Lutze,2023-10-07T00:00:00.000Z,
https://x.com/stan_michaels4,2023-10-07T00:00:00.000Z,
https://x.com/numenaustralis,2023-10-07T00:00:00.000Z,
https://x.com/kathlb82,2023-10-07T00:00:00.000Z,
https://x.com/Liamc51,2023-10-07T00:00:00.000Z,
https://x.com/janusZer0,2023-10-07T00:00:00.000Z,
https://x.com/yoorakh36524,2023-10-07T00:00:00.000Z,
https://x.com/IronShaykh,2023-10-07T00:00:00.000Z,
https://x.com/Robert_Martin72,2023-10-07T00:00:00.000Z,
https://x.com/TDR_Network,2023-10-07T00:00:00.000Z,
https://x.com/mazmelbs,2023-10-07T00:00:00.000Z,
https://x.com/BarnsGreg,2023-10-07T00:00:00.000Z,
https://x.com/aminachallah,2023-10-07T00:00:00.000Z,
https://x.com/APAN4Palestine,2023-10-07T00:00:00.000Z,
https://x.com/iamthenas,2023-10-07T00:00:00.000Z,
https://x.com/SaraSalehTweets,2023-10-07T00:00:00.000Z,
https://x.com/RandaAFattah,2023-10-07T00:00:00.000Z,
https://x.com/UmberRind,2023-10-07T00:00:00.000Z,
https://x.com/ZionistFreeAus,2023-10-07T00:00:00.000Z,
https://x.com/LawyerAdamHouda,2023-10-07T00:00:00.000Z,
https://x.com/Laurraallam,2023-10-07T00:00:00.000Z,
https://x.com/Remroum,2023-10-07T00:00:00.000Z,
https://x.com/iamgoldiblocks,2023-10-07T00:00:00.000Z,
https://x.com/ZHouseh,2023-10-07T00:00:00.000Z,
https://x.com/Abdus6508Salam,2023-10-07T00:00:00.000Z,
https://x.com/hibafarra,2023-10-07T00:00:00.000Z,
https://x.com/jennineak,2023-10-07T00:00:00.000Z,
https://x.com/omarsakrpoet,2023-10-07T00:00:00.000Z,
https://x.com/S_Padival,2023-10-07T00:00:00.000Z,
https://x.com/Elias_Jahshan,2023-10-07T00:00:00.000Z,
https://x.com/cas_bar000,2023-10-07T00:00:00.000Z,
https://x.com/FadiAudah/with_replies,2023-10-07T00:00:00.000Z,
https://x.com/GFFAusGroup,2023-10-07T00:00:00.000Z,
https://x.com/chellotothesea,2023-10-07T00:00:00.000Z,
https://x.com/AhmedAbdoAU,2023-10-07T00:00:00.000Z,
https://x.com/jimmyenglish88,2023-10-07T00:00:00.000Z,
https://x.com/TruthKanga,2023-10-07T00:00:00.000Z,
https://x.com/AussiePatriot81,2023-10-07T00:00:00.000Z,
https://x.com/GarbageHuman24,2023-10-07T00:00:00.000Z,
https://x.com/jamiemcintyre2,2023-10-07T00:00:00.000Z,
https://x.com/thomassewellx,2023-10-07T00:00:00.000Z,
https://x.com/naturalfascist,2023-10-07T00:00:00.000Z,
https://x.com/Real_Comfyfren,2023-10-07T00:00:00.000Z,
https://x.com/ElijahSchaffer,2023-10-07T00:00:00.000Z,
https://x.com/Democracy_Duck,2023-10-07T00:00:00.000Z,
https://x.com/ninforthewin,2023-10-07T00:00:00.000Z,
https://x.com/ERikrrrr,2023-10-07T00:00:00.000Z,
